url,search_keyword,page_num,pub_date,title,content,keywords,img_url,img_desc
https://abc7.com/15320660,train accident,0,2024-09-18,"Metro light rail train collides with car on street in East LA, derails; 1 hospitalized","A car and a Metro light rail train collided on a street in East Los Angeles, resulting in a derailment and the hospitalization of one person, officials said.

EAST LOS ANGELES (KABC) -- A Metro light rail train and a car collided Wednesday morning on a street in East Los Angeles, resulting in a derailment and the hospitalization of one person, officials said.

The crash was reported at 9:20 a.m. near the intersection of Third Street and Rowan Avenue, involving an E Line train and a black sedan. The number of people onboard the train and in the car was unclear.

The condition of the person taken to the hospital was not immediately known.

E Line service was disrupted due to the collision near Metro's Indiana station, the agency said, urging riders to follow @metrolaalerts on X for updates.

The cause of the crash is under investigation.",TRAIN ACCIDENT/METRO/TRAIN DERAILMENT/TRAIN SAFETY/CAR CRASH,https://cdn.abcotvs.com/dip/images/15320700_metro_crash.jpg?w=1600,"A car and a Metro light rail train collided on a street in East Los Angeles, resulting in a derailment and the hospitalization of one person."
https://abc7.com/14896840,train accident,0,2024-05-31,Pedestrian fatally struck by Metro train in South Los Angeles,"SOUTH LOS ANGELES (KABC) -- A pedestrian was killed Friday after being struck by a Metro A Line train in South Los Angeles.

It happened just before 2 p.m. near Long Beach and Vernon avenues.

According to the Los Angeles Fire Department, the pedestrian was found dead at the scene and was removed from under the Metro A (Blue) Line light rail train. Metro officials told ABC7 the train was heading southbound at the time of the crash.

There were 42 passengers on the train but no one was injured.

A Line trains are still running, but they're sharing a single track between the Washington and Slauson stations.

This is a developing story. This article will continue to be updated as more information becomes available.",PERSON KILLED/CRASH/ACCIDENT/TRAIN ACCIDENT/METRO/FATAL CRASH/TRAIN CRASH/COLLISION/TRAINS,https://cdn.abcotvs.com/dip/images/14896907_blue-line-pedestrian-struck-TN-img.jpg?w=1600,A pedestrian was killed Friday after being struck by a Metro A Line train in South Los Angeles.
https://abc7.com/14838449,train accident,0,2024-05-18,"Pedestrian struck, killed by Amtrak train in North Hollywood","NORTH HOLLYWOOD, Calif. (KABC) -- A person was struck and killed Saturday morning by a southbound Amtrak Pacific Surfliner Train in North Hollywood, authorities said.

Firefighters and paramedics were dispatched at 9:44 a.m. to 6900 Vineland Ave., just north of Vanowen Street, where the victim was pronounced dead at the scene, the Los Angeles Fire Department said.

The deceased person was not immediately identified.

None of the approximately 150 people aboard the intercity passenger train were injured, according to the Fire Department.

A bystander's video from the scene showed the train stopped at a train crossing, blocking traffic on Vineland Avenue.

A section of the train tracks was cordoned off with yellow tape some distance away from the intersection.",TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/14839433_051824-kabc-4pm-noho-train-vs-ped-vid.jpg?w=1600,"A person was struck and killed by an Amtrak Pacific Surfliner Train in North Hollywood, authorities said."
https://abc7.com/14746898,train accident,0,2024-04-30,Multiple passengers injured as Metro train collides with USC bus near Exposition Park,"Two people are hospitalized in serious condition.

Two people were seriously injured and 16 others were hospitalized after a Metro train collided with a USC shuttle bus in Exposition Park.

EXPOSITION PARK, LOS ANGELES (KABC) -- Two people were seriously injured and dozens of others had minor injuries after a Metro train with more than 150 passengers on board collided with a USC bus in the Exposition Park area Tuesday, authorities said.

The incident was reported just before noon on Exposition Boulevard near Watt Way, according to the Los Angeles Fire Department.

Two people on the USC shuttle were seriously injured and were transported by ambulance to a local hospital, fire officials say. They were awake and talking and considered to be in stable condition.

Sixteen passengers on the Metro train had injuries that were less severe but required treatment at local hospitals.

At least 37 people were treated and released on scene.

""This is what we call walking wounded,"" said LAFD Capt. Adam Van Gerpen. ""They were able to walk off the train. We set up triage areas where our paramedics and EMTs were able to evaluate them.""

Officials say there were more than 150 onboard the Metro train.

""I got thrown from my chair to the other chair,"" said Arlene Hayes, a passenger on the Metro train. ""My whole left side is sore.""

The cause of the crash remains under investigation.

According to a statement from Metro, the USC shuttle bus crossed into the path of the southbound Metro E Line train at Watt Way and Exposition Boulevard.

""Metro offers its sympathies to those injured during this accident,"" said the agency in the statement.

The front portion of the bus appeared to have significant damage, while the train's front windshield was cracked.

Exposition Boulevard was closed in both directions between Figueroa and Bill Robertson Lane. Metro said it's currently single tracking between 23rd St. Station and Vermont Station until further notice.

A bus bridge was also set up to help Metro passengers get through the area as the damaged train remained on the tracks.",BUS ACCIDENT/TRAIN CRASH/METRO,https://cdn.abcotvs.com/dip/images/14746913_043024-kabc-expo-line-crash.jpg?w=1600,Multiple injuries were reported after a Metro train with more than 150 passengers on board collided with a USC shuttle bus in Exposition Park.
https://abc7.com/14551870,train accident,0,2024-03-20,Motorcyclist killed in collision with Metro train in Long Beach,"LONG BEACH, Calif. (KABC) -- A motorcyclist died Wednesday afternoon after being struck by a Metro train in Long Beach, authorities said.

It happened around 6 p.m. near the Long Beach Boulevard and 8th Street grade crossing.

The video featured in the media player above is the ABC7 Los Angeles 24/7 streaming channel

According to a statement from Metro, a Metro A Line train heading southbound collided with the motorcyclist, though further details weren't immediately released.

Video obtained by Eyewitness News shows the motorcycle trapped under the front end of the train.

""Metro extends its heartfelt condolences to the motorcyclist's family and friends,"" read the Metro statement. ""We are working closely with the Long Beach Police Department as they investigate the cause of this incident. We are committed to ensuring the safety of Metro's customers and the communities we serve, in fact it's our highest priority.""

Metro said it's currently operating shuttle buses in the Transit Mall Loop to replace peak-hour services on the A Line.

This is a developing story. This article will continue to be updated as more information becomes available.",CRASH/MOTORCYCLE ACCIDENT/MOTORCYCLES/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/14552057_metro-a-line-crash-TN-img.jpg?w=1600,"A motorcyclist died Wednesday afternoon after being struck by a Metro train in Long Beach, authorities said."
https://abc7.com/12963305,train accident,0,2023-03-16,"Train derailment near Arizona-California border did not involve hazardous materials, railroad says","The derailment happened in Mohave County, Arizona, near the state's border with California.

A train that derailed in western Arizona was carrying corn syrup, the railroad said, after the county sheriff's office said it may have been carrying hazardous materials.

MOHAVE COUNTY, Ariz. -- A train that derailed in western Arizona Wednesday evening was carrying corn syrup, the railroad said, after the county sheriff's office said it may have been carrying hazardous materials.

""BNSF Railway can confirm that a train carrying corn syrup derailed"" around 7:40 p.m., company spokesperson Lena Kent told CNN in an email. ""There were no injuries as a result of the derailment and preliminarily reports indicate there are no hazardous materials involved.""

A spokesperson for the Mohave County Sheriff's Office earlier said the train was reportedly carrying hazardous materials.

No spills have been reported, though there are washes running through the area from recent storms, Anita Mortensen, a spokesperson for the sheriff's office, said.

The derailment occurred near milepost 9 of Interstate 40, Mortensen said, which is a rural, non-residential area. The highway exit is home to a handful of truck stops and is about 20 miles north of Lake Havasu City.

An estimated eight cars derailed and are blocking the main track, according to Kent. The cause of the derailment is under investigation and it's not clear when the track will reopen, the freight railroad company said.

The derailment comes a week after another train careened off the tracks in rural West Virginia, injuring three crew members and spilling diesel fuel into a nearby river, and over a month after a fiery derailment in East Palestine, Ohio, released potentially hazardous chemicals into the air, soil and water and required extensive cleanup efforts.

The National Transportation Safety Board has been notified of the incident and is responding to investigate, Mortensen said.

CNN has sought comment from the NTSB.

Correction: An earlier version of this story incorrectly described what the train was carrying. It was carrying corn syrup, but no hazardous materials, according to BNSF Railway.

The-CNN-Wire

& 2023 Cable News Network, Inc., a Warner Bros. Discovery Company. All rights reserved.",U.S. & WORLD/ACCIDENT/TRAIN ACCIDENT/CALIFORNIA/california/TRAIN DERAILMENT/INVESTIGATIONS/TRAIN SAFETY/TRAINS/INVESTIGATION,https://cdn.abcotvs.com/dip/images/12963335_031623-kabc-7a-CA-border-train-derailment-vid.jpg?w=1600,"A train that derailed in western AZ was carrying corn syrup, the railroad said, after officials said it may have been carrying hazardous materials."
https://abc7.com/12963337,train accident,0,2023-03-16,"Train derailment near Arizona-California border did not involve hazardous materials, railroad says","A train that derailed in western Arizona was carrying corn syrup, the railroad said, after the county sheriff's office said it may have been carrying hazardous materials.",U.S. & WORLD/ACCIDENT/TRAIN ACCIDENT/CALIFORNIA/california/TRAIN DERAILMENT/INVESTIGATIONS/TRAIN SAFETY/TRAINS/INVESTIGATION,https://cdn.abcotvs.com/dip/images/12963335_031623-kabc-7a-CA-border-train-derailment-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13030553,train accident,0,2023-03-27,Train hauling iron ore with 55 cars derails in Mojave Desert,Southwest reveals when and how it will get rid of open seating,TRAIN DERAILMENT/TRAIN CRASH/TRAINS/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13030551_032723-kabc-6pm-runaway-train-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13028912,train accident,0,2023-03-27,Train hauling iron ore with 55 cars derails in Mojave Desert,"KELSO, Calif. -- A train hauling iron ore with 55 cars derailed in the Mojave Desert Monday.

While fuel was leaking from the derailed train, there were no other hazardous-materials threats, according to the San Bernardino County Fire Department.

There were no passengers on the train.

The derailment was reported around 8:30 a.m. in the area of Kelso Cima and Kelbaker roads in the desert near the ghost town of Kelso, east of Barstow.

A train with 55 cars hauling iron ore derailed in the Mojave desert Monday. San Bernardino County Fire Dept. / Twitter

The southbound Union Pacific cargo train was carrying 55 railcars and two locomotives. Train officials say the iron ore is used in the steelmaking process and is not considered a hazardous material.

No crew injuries were reported. Officials are declining to comment on reports the crew jumped off the train before it derailed.

The cause of the derailment is being investigated.",TRAIN DERAILMENT/TRAIN CRASH/TRAINS/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13028866_032723-kabc-ie-train-derail.jpg?w=1600,A train hauling iron ore with 55 cars derailed in the Mojave Desert Monday.
https://abc7.com/13095414,train accident,0,2023-04-06,"11-year-old girl killed, mother hospitalized after Metrolink train hits car in Redlands","REDLANDS, Calif. (KABC) -- An 11-year-old girl was killed and her mother was injured when they were hit by a Metrolink train in Redlands.

According to the city officials, the car they were in was struck by the train at Alabama Street near Redlands Boulevard shortly before 8:30 p.m. on Tuesday.

It's unclear how the car ended up on the tracks. The train was traveling about 50 mph when the engineer saw the car and applied the brakes. The train was unable to stop and struck the vehicle in its path.

The passenger was ejected from the car and pronounced dead at the scene. The girl's mother was taken to the hospital in critical condition.

According to the initial reports, all safety gates and signals were working and there were no signs of drugs or alcohol in the driver's system.

Anyone who may have witnessed the collision or the moments leading up to it are asked to call police at (909) 798-7681, ext. 1.",TRAINS/CHILD IN CAR/TRAIN ACCIDENT/TRAIN CRASH/CHILD KILLED/TRAFFIC FATALITIES,https://cdn.abcotvs.com/dip/images/13095086_040623-kabc-6am-redlands-train-vs-car-vid.jpg?w=1600,An 11-year-old girl was killed and her mother was injured when they were hit by a Metrolink train in Redlands.
https://abc7.com/13095087,train accident,1,2023-04-06,"11-year-old girl killed, mother hospitalized after Metrolink train hits car in Redlands",An 11-year-old girl was killed and her mother was injured when they were hit by a Metrolink train in Redlands.,TRAINS/CHILD IN CAR/TRAIN ACCIDENT/TRAIN CRASH/CHILD KILLED/TRAFFIC FATALITIES,https://cdn.abcotvs.com/dip/images/13095086_040623-kabc-6am-redlands-train-vs-car-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13441546,train accident,1,2023-06-29,Moorpark train derailment: Driver of water truck was providing dust control before collision,"MOORPARK, Calif. (KABC) -- New details emerged Thursday as the investigation continued into the cause of a derailment that occurred after a passenger train struck a water truck in Moorpark.

The driver of the truck was a Ventura County Public Works Agency employee who was providing dust control to nearby workers at the time of the collision on Wednesday morning, according to investigators. The crew was cleaning up a debris basin.

Why the vehicle was in the path of the train, which had about 200 people onboard, remained unclear.

The crash occurred shortly before 11:30 near Los Angeles Avenue and Gabbert Road. Several of the train cars were dislodged from the tracks but all of them remained upright.

Investigators and passengers are asking questions Wednesday night after an Amtrak train was derailed after colliding with a water truck obstructing the tracks in Moorpark.

Sixteen people were transported to a hospital after the collision. The train occupants sustained minor injuries, while the driver was taken to a trauma center.

On Thursday afternoon, crews were seen installing new tracks at the crash site as train service remained suspended.

Oxnard resident Ricky Williams, who commutes to downtown Los Angeles, said the trip usually takes him an hour and 40 minutes on the train. On Thursday he was forced to drive to the Moorpark station, which lengthened his commute to more than two hours.

""For me, it's not frustrating at all because I've been doing this for over 10 years,"" Williams said.

No estimate has been given by Amtrak of when train service will resume at the location.

The crash is being investigated by the National Transportation Safety Board.",CRASH/AMTRAK TRAIN CRASH/INVESTIGATION/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13441245_062923-kabc-md-train-vs-truck-vid.jpg?w=1600,New details emerged as the investigation continued into a derailment that occurred after a passenger train struck a water truck in Ventura County.
https://abc7.com/13441246,train accident,1,2023-06-29,Moorpark train derailment: Driver of water truck was providing dust control before collision,New details emerged as the investigation continued into a derailment that occurred after a passenger train struck a water truck in Ventura County.,TRAIN CRASH/INVESTIGATION/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13441245_062923-kabc-md-train-vs-truck-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13256785,train accident,1,2023-05-16,"Metrolink train smashes car on tracks in Valley Glen, killing 1 person","A Metrolink train smashed into a car on the tracks in Valley Glen, killing one person.",TRAIN CRASH/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13256784_051623-kabc-4pm-car-vs-train-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13256704,train accident,1,2023-05-16,"Metrolink train smashes car on tracks in Valley Glen, killing 1 person",One person was killed when a Metrolink train hit a car on the tracks in Valley Glen.,TRAIN CRASH/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13256703_051623-kabc-a7-car-vs-train-valley-glen-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/13256705,train accident,1,2023-05-16,"Metrolink train smashes car on tracks in Valley Glen, killing 1 person","A Metrolink train smashed into a car on the tracks in Valley Glen, killing one person.

VALLEY GLEN, LOS ANGELES (KABC) -- A Metrolink train smashed into a car on the tracks in Valley Glen, killing one person.

The collision was reported around 3:20 p.m. near Coldwater Canyon Avenue and Raymer Street.

The vehicle was severely mangled in the crash. Firefighters cut through the wreckage to extricate a person inside the car but quickly declared the individual deceased.

The train was Metrolink 113 with service to Ventura County. There were 53 people on board, with no injuries reported.

The cause of the collision remains under investigation.",TRAIN CRASH/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/13256784_051623-kabc-4pm-car-vs-train-vid.jpg?w=1600,One person was killed when a Metrolink train hit a car on the tracks in Valley Glen.
https://abc7.com/12594720,train accident,1,2022-12-20,"Union Pacific train carrying iron ore derails in Victorville, shutting down major route","VICTORVILLE, Calif. (KABC) -- A Union Pacific freight train derailed in Victorville early Tuesday morning, shutting down one of the two main railroad routes into and out of Southern California.

A Union Pacific spokesperson said approximately two dozen cars derailed in the Mojave Narrows Regional Park near the Kemper Campbell Ranch, about one mile south of Outer Highway 18.

A ranch manager said it happened around 8 a.m., and she said railroad officials told her they hoped to have everything cleaned up within 36 hours.

Union Pacific reported no injuries to anyone onboard the train. The cars that derailed were carrying iron ore, but it's not been classified as a hazardous materials situation.

The tracks are operated by BNSF Railway. A spokesperson for BNSF said they hope to have one set of tracks reopened by Wednesday morning.",TRAIN DERAILMENT/TRAINS/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/12594953_122022-kabc-3pm-ie-train-derail-vid.jpg?w=1600,"About two dozen cars on a Union Pacific freight train derailed early Tuesday near Victorville, shutting down a major Southern California rail route."
https://abc7.com/12594954,train accident,1,2022-12-20,"Union Pacific train carrying iron ore derails in Victorville, shutting down major rail route","About two dozen cars on a Union Pacific freight train derailed early Tuesday near Victorville, shutting down a major Southern California rail route.",TRAIN DERAILMENT/TRAINS/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/12594953_122022-kabc-3pm-ie-train-derail-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/12954463,train accident,1,2023-03-14,"Metrolink crash in Glendale leaves car flipped over, injuries unknown","A Metrolink train collided with a car in Glendale, flipping the vehicle over on its side.

GLENDALE, Calif. (KABC) -- A Metrolink train collided with a car in Glendale Tuesday evening.

The car could be seen flipped over on its side halting both sides of the tracks.

The incident occurred at the intersection of San Fernando Road and Sonora Avenue in Glendale.

No word yet on any injuries to the driver of the car.",TRAIN ACCIDENT/CAR ACCIDENT/CAR ACCIDENTS/train accident/CAR CRASH,https://cdn.abcotvs.com/dip/images/12954494_031423-kabc-5pm-train-vs-car-glendale-vid.jpg?w=1600,"A Metrolink train crashed into a car in Glendale, leaving the car flipped on its side and causing unknown injuries to the driver."
https://abc7.com/12850908,train accident,1,2023-02-20,"2 dead, several injured after train strikes vehicle in South LA","Both people were extricated, but one of them died of his or her injuries.

LOS ANGELES (KABC) -- Two people were killed and three others were injured when a train struck a vehicle in the Central-Alameda neighborhood Monday evening.

Los Angeles firefighters responded to the area near E 24th Street, just south of the 10 Freeway, at around 6:16 p.m. and found several passengers trapped inside the vehicle after it was hit by a Metro A (Blue) line train.

Two of the victims were extricated, but died at the scene.

The other three, who were also inside the car, were rushed to local hospitals in ""fair-to-moderate"" conditions.

There were about 125 passengers on the train at the time of the crash, according to the fire department, though no injuries were reported.

AIR7 HD video showed crews evacuating the passengers from the train.

The fire department said a train operator was evaluated as a precaution.

The cause of the crash remains under investigation.

This is a developing story. This article will continue to be updated as more information becomes available.",TRAINS/fatal crash/PERSON KILLED/CRASH/TRAIN ACCIDENT/FATAL CRASH/COLLISION/TRAFFIC/CAR CRASH/TRAFFIC FATALITIES,https://cdn.abcotvs.com/dip/images/12851899_022023-kabc-11pm-train-v-car-vid.jpg?w=1600,Two people were killed and three others were injured when a train struck a vehicle in the Central-Alameda neighborhood Monday evening.
https://abc7.com/12851900,train accident,1,2023-02-20,"2 dead, several injured after train strikes vehicle in South LA",Two people were killed and three others were injured when a train struck a vehicle in the Central-Alameda neighborhood Monday evening.,TRAINS/PERSON KILLED/CRASH/TRAIN ACCIDENT/FATAL CRASH/COLLISION/TRAFFIC/train accident/CAR CRASH/TRAFFIC FATALITIES,https://cdn.abcotvs.com/dip/images/12851899_022023-kabc-11pm-train-v-car-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/12835108,train accident,1,2023-02-17,Footage shows Metro train smash into cement-mixing truck on tracks in Inglewood,Footage from a nearby business shows a Metro train crash into a cement truck stuck on the tracks in Inglewood.,CRASH/TRAIN CRASH/TRAIN ACCIDENT/METRO,https://cdn.abcotvs.com/dip/images/12835107_021723-kabc-ugc-cement-truck-train-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/11999471,train accident,1,2022-06-27,"3 killed, 50 injured after Amtrak train from LA hits dump truck, derails in Missouri",At least three people were killed when an Amtrak train traveling from Los Angeles derailed after hitting a dump truck at a public crossing in Missouri.,TRAFFIC ACCIDENT/U.S. & WORLD/CRASH/TRAIN ACCIDENT/AMTRAK/NATIONAL/TRAIN DERAILMENT/TRAIN CRASH/LOS ANGELES/DERAILMENT,https://cdn.abcotvs.com/dip/images/11999470_062722-kabc-5pm-mo-train-derailment-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/12835074,train accident,1,2023-02-18,New footage shows Metro train smash into concrete truck stuck on tracks in Inglewood,"New video footage shows a Metro train smashing into a concrete truck that was stuck on the tracks in Inglewood.

INGLEWOOD, Calif. (KABC) -- New video footage shows a Metro train smashing into a concrete truck that was stuck on the tracks in Inglewood.

The crash happened Thursday night. The footage from a nearby business shows the track-crossing gates come down and warning lights activate, but the truck did not move as it was apparently stalled on the tracks.

The train crashes into the mixing truck hard enough to knock it over on its side. A short time later, the footage shows bystanders rushing to the cab of the truck and then the driver emerges, appearing not to be seriously injured.

The train stopped on the tracks shortly after the crash and was slightly damaged but did not derail.

The crash involved a K Line train and happened around 6:30 p.m. in the area of Florence and Cedar avenues, near the CEMEX Inglewood Concrete Plant.

Metro train collides with truck in Inglewood

A cement truck collided with a Metro train in Inglewood Thursday evening, but no one was seriously injured.

The K Line opened last October and passes through South Los Angeles and Inglewood.",CRASH/TRAIN ACCIDENT/METRO/TRAIN CRASH/CEMENT TRUCK,https://cdn.abcotvs.com/dip/images/12835548_021723-kabc-11pm-cement-truckvs-train-vid-CC-vid.jpg?w=1600,"A Metro train knocked over a concrete truck that was stuck in the tracks in Inglewood, but the driver managed to avoid serious injury."
https://abc7.com/12828468,train accident,2,2023-02-17,Cement truck collides with Metro train in Inglewood,"INGLEWOOD, Calif. (KABC) -- A cement truck collided with a Metro train in Inglewood Thursday evening, but no one was seriously injured.

The crash involved a K Line train and happened around 6:30 p.m. in the area of Florence and Cedar avenues, near the CEMEX Inglewood Concrete Plant.

Sources told Eyewitness News the cement truck stalled on the tracks. The truck was knocked over but the driver was not seriously injured. Footage showed the cement truck on its side, and a cracked windshield on the train.

K Line Metro service was impacted but tracks have reopened.

The K Line opened last October and passes through South L.A. and Inglewood.",TRAIN CRASH/CRASH/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/12829308_021623-kabc-11pm-cement-truck-vs-metro-train-vid-CC-vid.jpg?w=1600,"A cement truck collided with a Metro train in Inglewood Thursday evening, but no one was seriously injured."
https://abc7.com/12835549,train accident,2,2023-02-18,New footage shows Metro train smash into concrete truck stuck on tracks in Inglewood,New video footage shows a Metro train smashing into a concrete truck that was stuck on the tracks in Inglewood.,CRASH/TRAIN ACCIDENT/METRO/TRAIN CRASH/CEMENT TRUCK,https://cdn.abcotvs.com/dip/images/12835548_021723-kabc-11pm-cement-truckvs-train-vid-CC-vid.jpg?w=1600,"Los Angeles' source for breaking news and live streaming video online. Covering Los Angeles, Orange County and all of the greater Southern California area."
https://abc7.com/11447723,train accident,2,2022-01-10,Pilot rescued moments before Metrolink train slammed into aircraft,"Shocking video shows the moment a Metrolink train slammed into a small plane that crashed on its tracks in Pacoima on Sunday, and the pilot was rescued just in time.",plane crash/MAN INJURED/CAUGHT ON CAMERA/PLANE CRASH/SOUTHERN CALIFORNIA/CRASH/TRAIN ACCIDENT/RESCUE/INVESTIGATION/LOS ANGELES POLICE DEPARTMENT/CAUGHT ON TAPE/TRAIN CRASH/INVESTIGATIONS/CAUGHT ON VIDEO/PLANE ACCIDENT/TRAINS/VIEWER VIDEO,https://cdn.abcotvs.com/dip/images/11447722_010922-kabc-11pm-pacoima-plane-down-pkg-CC-vid.jpg?w=1600,Shocking video shows the moment a Metrolink train slammed into a small plane that crashed on its tracks in Pacoima on Sunday.
https://abc7.com/11447057,train accident,2,2022-01-09,Pilot pulled from crashed plane in Pacoima moments before Metrolink train slammed into aircraft,"The pilot was the sole occupant onboard, and was pulled from the aircraft moments before the train came crashing in.

Shocking video shows the moment a Metrolink train slammed into a small plane that crashed on its tracks in Pacoima on Sunday, and the pilot was rescued just in time.

PACOIMA, LOS ANGELES (KABC) -- Shocking video shows the moment a Metrolink train slammed into a small plane that crashed on its tracks in Pacoima on Sunday.

It happened blocks away from the Los Angeles Police Department's Foothill station on Osborne Street, near the Whiteman Airport.

The pilot was the sole occupant onboard, and was pulled from the aircraft - moments before the train came crashing in. The Los Angeles Police Department posted body camera footage of the incident as it was unfolding showing the officers pulling the pilot to safety.

According to a tweet posted by the LAPD Valley Bureau, the plane had lost power and crashed onto the tracks.

The pilot was taken to the hospital in an unknown condition. No other injuries were reported.

The damaged plane remained on or near Metrolink Antelope Valley line train tracks, and all train movement was restricted in that area, the LAFD added. One or more lanes of San Fernando Road and Osborne Street were closed in the area while crews investigated the crash and conducted cleanup operations.

The incident remains under investigation.

City News Service, Inc. contributed to this report.",PLANE CRASH/TRAIN ACCIDENT/ABC NEWS/CAUGHT ON TAPE/CAUGHT ON VIDEO/PLANE ACCIDENT/INVESTIGATION/plane crash/NATIONAL/TRAIN CRASH/INVESTIGATIONS/CRASH/RESCUE/LOS ANGELES POLICE DEPARTMENT/VIEWER VIDEO/MAN INJURED/CAUGHT ON CAMERA/SOUTHERN CALIFORNIA/TRAINS,https://cdn.abcotvs.com/dip/images/11447722_010922-kabc-11pm-pacoima-plane-down-pkg-CC-vid.jpg?w=1600,Shocking video shows the moment a Metrolink train slammed into a small plane that crashed on its tracks in Pacoima on Sunday.
https://abc7.com/11574623,train accident,2,2022-02-17,Man dies after getting hit by Metrolink train in Burbank,"BURBANK, Calif. (KABC) -- A man has died after getting hit by a Metrolink train in Burbank Thursday morning.

The fatal incident happened around 6 a.m. behind the Burbank Animal Shelter on North Victory Place.

The train service was suspended while police investigated. Passengers were taken off the train as part of the investigation.

Investigators say they spoke with the conductor of the Metrolink train, who remained at the scene after the collision. Neither drugs nor alcohol were believed to be contributing factors regarding the conductor.

After speaking with witnesses and reviewing surveillance video, it was determined the man intentionally positioned himself across the train tracks as the train was approaching. The train, which was traveling southbound, was unable to stop and struck the man.

The conductor and passengers did not sustain any injuries.

Metrolink said it's offering a $50 reimbursement for all those passengers on Train 100 to find their own alternate transportation.

Passengers can request compensation on the Metrolink website.",PERSON KILLED/CRASH/ACCIDENT/TRAIN ACCIDENT/train crash/FATAL CRASH/TRAIN CRASH/COLLISION/TRAINS/MAN KILLED,https://cdn.abcotvs.com/dip/images/11574392_021722-kabc-md-metrolink-ped-struck-vid.jpg?w=1600,A man has died after getting hit by a Metrolink train in Burbank Thursday morning behind the Burbank Animal Shelter on North Victory Place.
https://abc7.com/11670720,train accident,2,2022-03-21,"Union Pacific freight train hauling lumber derails in Colton, sending 13 cars off tracks",Southwest reveals when and how it will get rid of open seating,TRAIN DERAILMENT/TRAINS/TRAIN ACCIDENT,https://cdn.abcotvs.com/dip/images/11670719_032122-kabc-3pm-ie-train-derailment-vid.jpg?w=1600,"A Union Pacific freight train carrying lumber derailed in Colton Monday morning, sending 13 cars off the tracks."
